案例,URL,關鍵字,標籤
臺灣臺南地方法院 99 年度重訴字第 78 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNDV%2c99%2c%e9%87%8d%e8%a8%b4%2c78%2c20140430%2c6&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8d%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e9%87%8d%e8%a8%b4%e5%ad%97%e7%ac%ac+78+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 戰爭, 地質",
臺灣臺南地方法院 99 年度重訴字第 94 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNDV%2c99%2c%e9%87%8d%e8%a8%b4%2c94%2c20111206%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8d%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e9%87%8d%e8%a8%b4%e5%ad%97%e7%ac%ac+94+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 淹水",
臺灣臺東地方法院 101 年度建字第 1 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TTDV%2c101%2c%e5%bb%ba%2c1%2c20120907%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e6%9d%b1%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+101+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+1+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 地形, 洪水",
臺灣臺東地方法院 107 年度建字第 9 號民事判決,https://judgment.judicial.gov.tw/PdfWithLine/GetPDF.ashx?jrecno=107%2c%e5%bb%ba%2c9%2c20200826%2c1&tablename=TTDV&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e6%9d%b1%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2107%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac9%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba,地質,
臺灣臺東地方法院 94 年度重訴字第 12 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TTDV%2c94%2c%e9%87%8d%e8%a8%b4%2c12%2c20070731%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e6%9d%b1%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+94+%e5%b9%b4%e5%ba%a6%e9%87%8d%e8%a8%b4%e5%ad%97%e7%ac%ac+12+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"豪雨, 洪水",
臺灣花蓮地方法院 100 年度建字第 8 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=HLDV%2c100%2c%e5%bb%ba%2c8%2c20131231%2c1&fname=%e8%87%ba%e7%81%a3%e8%8a%b1%e8%93%ae%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+8+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 地質",
臺灣花蓮地方法院 104 年度建字第 15 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=HLDV%2c104%2c%e5%bb%ba%2c15%2c20161230%2c1&fname=%e8%87%ba%e7%81%a3%e8%8a%b1%e8%93%ae%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+104+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+15+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 豪雨",
臺灣花蓮地方法院 104 年度建字第 16 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=HLDV%2c104%2c%e5%bb%ba%2c16%2c20160919%2c1&fname=%e8%87%ba%e7%81%a3%e8%8a%b1%e8%93%ae%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+104+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+16+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 豪雨",
臺灣花蓮地方法院 104 年度建字第 19 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=HLDV%2c104%2c%e5%bb%ba%2c19%2c20161031%2c1&fname=%e8%87%ba%e7%81%a3%e8%8a%b1%e8%93%ae%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+104+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+19+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"水災, 風災, 風災, 颱風, 豪雨",
臺灣花蓮地方法院 104 年度建字第 2 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=HLDV%2c104%2c%e5%bb%ba%2c2%2c20160930%2c1&fname=%e8%87%ba%e7%81%a3%e8%8a%b1%e8%93%ae%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+104+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+2+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"風災, 風災, 颱風, 豪雨",
臺灣花蓮地方法院 104 年度建字第 24 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=HLDV%2c104%2c%e5%bb%ba%2c24%2c20170822%2c1&fname=%e8%87%ba%e7%81%a3%e8%8a%b1%e8%93%ae%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+104+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+24+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地形,
臺灣花蓮地方法院 105 年度建字第 13 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=HLDV%2c105%2c%e5%bb%ba%2c13%2c20170816%2c1&fname=%e8%87%ba%e7%81%a3%e8%8a%b1%e8%93%ae%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+105+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+13+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"洪水, 地震, 水災, 豪雨, 颱風",
臺灣花蓮地方法院 106 年度建字第 15 號民事判決,https://judgment.judicial.gov.tw/PdfWithLine/GetPDF.ashx?jrecno=106%2c%e5%bb%ba%2c15%2c20190823%2c1&tablename=HLDV&fname=%e8%87%ba%e7%81%a3%e8%8a%b1%e8%93%ae%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2106%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac15%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba,颱風,
臺灣花蓮地方法院 107 年度建字第 10 號民事判決,https://judgment.judicial.gov.tw/PdfWithLine/GetPDF.ashx?jrecno=107%2c%e5%bb%ba%2c10%2c20200807%2c1&tablename=HLDV&fname=%e8%87%ba%e7%81%a3%e8%8a%b1%e8%93%ae%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2107%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac10%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba,"颱風, 地質, 風災, 風災, 颱風",
臺灣花蓮地方法院 108 年度建字第 6 號民事判決,https://judgment.judicial.gov.tw/PdfWithLine/GetPDF.ashx?jrecno=108%2c%e5%bb%ba%2c6%2c20210310%2c1&tablename=HLDV&fname=%e8%87%ba%e7%81%a3%e8%8a%b1%e8%93%ae%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2108%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac6%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba,地震,
臺灣花蓮地方法院 95 年度訴字第 240 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=HLDV%2c95%2c%e8%a8%b4%2c240%2c20070409%2c1&fname=%e8%87%ba%e7%81%a3%e8%8a%b1%e8%93%ae%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+95+%e5%b9%b4%e5%ba%a6%e8%a8%b4%e5%ad%97%e7%ac%ac+240+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,風災,
臺灣花蓮地方法院 96 年度訴字第 258 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=HLDV%2c96%2c%e8%a8%b4%2c258%2c20081119%2c1&fname=%e8%87%ba%e7%81%a3%e8%8a%b1%e8%93%ae%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+96+%e5%b9%b4%e5%ba%a6%e8%a8%b4%e5%ad%97%e7%ac%ac+258+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地質,
臺灣苗栗地方法院 104 年度苗簡字第 16 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=MLDV%2c104%2c%e8%8b%97%e7%b0%a1%2c16%2c20151028%2c1&fname=%e8%87%ba%e7%81%a3%e8%8b%97%e6%a0%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+104+%e5%b9%b4%e5%ba%a6%e8%8b%97%e7%b0%a1%e5%ad%97%e7%ac%ac+16+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,颱風,
臺灣苗栗地方法院 105 年度建字第 4 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=MLDV%2c105%2c%e5%bb%ba%2c4%2c20170731%2c2&fname=%e8%87%ba%e7%81%a3%e8%8b%97%e6%a0%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+105+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+4+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 豪雨",
臺灣苗栗地方法院 92 年度訴字第 43 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=MLDV%2c92%2c%e8%a8%b4%2c43%2c20030630%2c1&fname=%e8%87%ba%e7%81%a3%e8%8b%97%e6%a0%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+92+%e5%b9%b4%e5%ba%a6%e8%a8%b4%e5%ad%97%e7%ac%ac+43+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地震,
臺灣雲林地方法院 101 年度建字第 6 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=ULDV%2c101%2c%e5%bb%ba%2c6%2c20150529%2c1&fname=%e8%87%ba%e7%81%a3%e9%9b%b2%e6%9e%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+101+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+6+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,天氣,
臺灣雲林地方法院 104 年度建字第 20 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=ULDV%2c104%2c%e5%bb%ba%2c20%2c20170126%2c1&fname=%e8%87%ba%e7%81%a3%e9%9b%b2%e6%9e%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+104+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+20+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 淹水",
臺灣雲林地方法院 104 年度建字第 22 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=ULDV%2c104%2c%e5%bb%ba%2c22%2c20170825%2c1&fname=%e8%87%ba%e7%81%a3%e9%9b%b2%e6%9e%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+104+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+22+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 天氣, 豪雨",
臺灣雲林地方法院 107 年度重訴字第 45 號民事判決,https://judgment.judicial.gov.tw/PdfWithLine/GetPDF.ashx?jrecno=107%2c%e9%87%8d%e8%a8%b4%2c45%2c20190417%2c1&tablename=ULDV&fname=%e8%87%ba%e7%81%a3%e9%9b%b2%e6%9e%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2107%e5%b9%b4%e5%ba%a6%e9%87%8d%e8%a8%b4%e5%ad%97%e7%ac%ac45%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba,"颱風, 地質, 豪雨, 地形",
臺灣雲林地方法院 110 年度建字第 11 號民事裁定,https://judgment.judicial.gov.tw/FILES/ULDV/110%2c%e5%bb%ba%2c11%2c20230331%2c1.pdf,淹水,
臺灣雲林地方法院 111 年度建字第 7 號民事判決,https://judgment.judicial.gov.tw/FILES/ULDV/111%2c%e5%bb%ba%2c7%2c20230309%2c1.pdf,"戰爭, 疫情",
臺灣雲林地方法院 99 年度重訴字第 13 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=ULDV%2c99%2c%e9%87%8d%e8%a8%b4%2c13%2c20130821%2c2&fname=%e8%87%ba%e7%81%a3%e9%9b%b2%e6%9e%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e9%87%8d%e8%a8%b4%e5%ad%97%e7%ac%ac+13+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 地質, 地下水位, 豪雨",
臺灣高等法院 100 年度上更(一)字第 33 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPHV%2c100%2c%e4%b8%8a%e6%9b%b4(%e4%b8%80)%2c33%2c20120911%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e4%b8%8a%e6%9b%b4(%e4%b8%80)%e5%ad%97%e7%ac%ac+33+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,颱風,
臺灣高等法院 100 年度建上字第 1 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPHV%2c100%2c%e5%bb%ba%e4%b8%8a%2c1%2c20120320%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+1+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 戰爭, 地質",
臺灣高等法院 100 年度建上字第 115 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPHV%2c100%2c%e5%bb%ba%e4%b8%8a%2c115%2c20120710%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+115+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"風災, 風災, 颱風, 戰爭, 水災, 豪雨, 淹水",
臺灣高等法院 100 年度建上字第 117 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPHV%2c100%2c%e5%bb%ba%e4%b8%8a%2c117%2c20121121%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+117+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,戰爭,
臺灣高等法院 100 年度建上字第 121 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPHV%2c100%2c%e5%bb%ba%e4%b8%8a%2c121%2c20150512%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+121+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 天氣",
臺灣高等法院 100 年度建上字第 127 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPHV%2c100%2c%e5%bb%ba%e4%b8%8a%2c127%2c20120612%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+127+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 淹水",
臺灣高等法院 100 年度建上字第 134 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPHV%2c100%2c%e5%bb%ba%e4%b8%8a%2c134%2c20130813%2c2&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+134+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 地下水位, 地貌, 地形",
臺灣高等法院 100 年度建上字第 140 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPHV%2c100%2c%e5%bb%ba%e4%b8%8a%2c140%2c20120619%2c2&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+140+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,颱風,
臺灣高等法院 100 年度建上字第 155 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPHV%2c100%2c%e5%bb%ba%e4%b8%8a%2c155%2c20130924%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+155+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"水災, 地質, 風災, 風災, 颱風, 豪雨",
臺灣高等法院 100 年度建上字第 179 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPHV%2c100%2c%e5%bb%ba%e4%b8%8a%2c179%2c20121114%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+179+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,颱風,
臺灣高等法院 100 年度建上字第 182 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPHV%2c100%2c%e5%bb%ba%e4%b8%8a%2c182%2c20131224%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+182+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,颱風,
臺灣高等法院 100 年度建上字第 37 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPHV%2c100%2c%e5%bb%ba%e4%b8%8a%2c37%2c20130205%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+37+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"洪水, 豪雨, 颱風, 地質, 地形",
臺灣高等法院 100 年度建上字第 42 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPHV%2c100%2c%e5%bb%ba%e4%b8%8a%2c42%2c20110607%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+42+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 洪水, 豪雨, 地震",
臺灣高等法院 100 年度建上字第 53 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPHV%2c100%2c%e5%bb%ba%e4%b8%8a%2c53%2c20120306%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+53+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"洪水, 地震, 豪雨, 颱風, 天氣, 地質",
臺灣高等法院 100 年度建上字第 64 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPHV%2c100%2c%e5%bb%ba%e4%b8%8a%2c64%2c20120229%2c2&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+64+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,天氣,
臺灣高等法院 100 年度建上字第 70 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPHV%2c100%2c%e5%bb%ba%e4%b8%8a%2c70%2c20130820%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+70+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 天氣, 地質",
臺灣高等法院 100 年度建上易字第 8 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPHV%2c100%2c%e5%bb%ba%e4%b8%8a%e6%98%93%2c8%2c20111227%2c2&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e6%98%93%e5%ad%97%e7%ac%ac+8+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地震, 豪雨, 颱風, 淹水, 地質",
臺灣高等法院 100 年度建上更(一)字第 21 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPHV%2c100%2c%e5%bb%ba%e4%b8%8a%e6%9b%b4(%e4%b8%80)%2c21%2c20151223%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e6%9b%b4(%e4%b8%80)%e5%ad%97%e7%ac%ac+21+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 地形",
臺灣高等法院 100 年度建上更(一)字第 5 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPHV%2c100%2c%e5%bb%ba%e4%b8%8a%e6%9b%b4(%e4%b8%80)%2c5%2c20121009%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e6%9b%b4(%e4%b8%80)%e5%ad%97%e7%ac%ac+5+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"天氣, 淹水",
臺灣高等法院 100 年度建上更(二)字第 12 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPHV%2c100%2c%e5%bb%ba%e4%b8%8a%e6%9b%b4(%e4%ba%8c)%2c12%2c20130625%2c3&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e6%9b%b4(%e4%ba%8c)%e5%ad%97%e7%ac%ac+12+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 地下水位",
臺灣高等法院 100 年度建上更(二)字第 16 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPHV%2c100%2c%e5%bb%ba%e4%b8%8a%e6%9b%b4(%e4%ba%8c)%2c16%2c20120717%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e6%9b%b4(%e4%ba%8c)%e5%ad%97%e7%ac%ac+16+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"風災, 風災, 颱風, 地震",
